Model,Accuracy,Precision,Recall,F1
Gradient Boosting,0.5102040816326531,0.5853658536585366,0.43636363636363634,0.5
Decision Tree,0.4489795918367347,0.5106382978723404,0.43636363636363634,0.47058823529411764
